# time, fQ
20120,0.306
20130,0.295
20140,0.311
20150,0.300
20160,0.280
20170,0.309
20180,0.302
20190,0.319
20200,0.315
20210,0.290
20220,0.290
20230,0.314
20240,0.321
20250,0.317
20260,0.288
20270,0.283
20280,0.286
20290,0.300
20300,0.295
20310,0.299
20320,0.303
20330,0.309
20340,0.304
20350,0.313
20360,0.281
20370,0.294
20380,0.300
20390,0.307
20400,0.298
20410,0.298
20420,0.309
20430,0.321
20440,0.300
20450,0.294
20460,0.306
20470,0.304
20480,0.294
20490,0.287
20500,0.291
20510,0.309
20520,0.311
20530,0.300
20540,0.284
20550,0.291
20560,0.286
20570,0.275
20580,0.264
20590,0.249
20600,0.254
20610,0.245
20620,0.252
20630,0.264
20640,0.268
20650,0.271
20660,0.268
20670,0.268
20680,0.275
20690,0.267
20700,0.256
20710,0.253
20720,0.253
20730,0.248
20740,0.257
20750,0.256
20760,0.256
20770,0.260
20780,0.261
20790,0.283
20800,0.246
20810,0.295
20820,0.269
20830,0.300
20840,0.303
20850,0.304
20860,0.288
20870,0.294
20880,0.260
20890,0.248
20900,0.258
20910,0.249
20920,0.242
20930,0.250
20940,0.279
20950,0.280
20960,0.284
20970,0.286
20980,0.302
20990,0.276
21000,0.283
21010,0.284
21020,0.290
21030,0.279
21040,0.292
21050,0.291
21060,0.294
21070,0.292
21080,0.284
21090,0.290
21100,0.294
21110,0.304
21120,0.294
21130,0.292
21140,0.298
21150,0.260
21160,0.273
21170,0.275
21180,0.276
21190,0.261
21200,0.287
21210,0.288
21220,0.277
21230,0.291
21240,0.271
21250,0.273
21260,0.284
21270,0.281
21280,0.281
21290,0.281
21300,0.284
21310,0.286
21320,0.277
21330,0.276
21340,0.271
21350,0.269
21360,0.269
21370,0.253
21380,0.242
21390,0.276
21400,0.257
21410,0.244
21420,0.252
21430,0.246
21440,0.252
21450,0.240
21460,0.230
21470,0.244
21480,0.225
21490,0.221
21500,0.223
21510,0.219
21520,0.215
21530,0.222
21540,0.208
21550,0.221
21560,0.218
21570,0.225
21580,0.211
21590,0.222
21600,0.218
21610,0.218
21620,0.212
21630,0.207
21640,0.210
21650,0.218
21660,0.219
21670,0.207
21680,0.195
21690,0.200
21700,0.196
21710,0.218
21720,0.210
21730,0.203
21740,0.192
21750,0.195
21760,0.206
21770,0.198
21780,0.207
21790,0.221
21800,0.204
21810,0.206
21820,0.207
21830,0.208
21840,0.192
21850,0.187
21860,0.183
21870,0.180
21880,0.192
21890,0.177
21900,0.188
21910,0.203
21920,0.210
21930,0.187
21940,0.192
21950,0.192
21960,0.184
21970,0.188
21980,0.192
21990,0.206
22000,0.211
22010,0.196
22020,0.199
22030,0.200
22040,0.204
22050,0.212
22060,0.202
22070,0.218
22080,0.214
22090,0.222
22100,0.222
22110,0.206
22120,0.207
22130,0.221
22140,0.199
22150,0.202
22160,0.208
22170,0.200
22180,0.203
22190,0.200
22200,0.198
22210,0.196
22220,0.211
22230,0.196
22240,0.194
22250,0.196
22260,0.179
22270,0.203
22280,0.187
22290,0.195
22300,0.172
22310,0.176
22320,0.189
22330,0.191
22340,0.184
22350,0.184
22360,0.192
22370,0.199
22380,0.194
22390,0.176
22400,0.183
22410,0.188
22420,0.181
22430,0.173
22440,0.181
22450,0.180
22460,0.168
22470,0.180
22480,0.185
22490,0.169
22500,0.171
22510,0.179
22520,0.165
22530,0.171
22540,0.184
22550,0.199
22560,0.179
22570,0.179
22580,0.183
22590,0.168
22600,0.195
22610,0.181
22620,0.183
22630,0.173
22640,0.187
22650,0.189
22660,0.191
22670,0.195
22680,0.194
22690,0.189
22700,0.169
22710,0.162
22720,0.147
22730,0.165
22740,0.162
22750,0.168
22760,0.175
22770,0.177
22780,0.184
22790,0.199
22800,0.185
22810,0.157
22820,0.171
22830,0.169
22840,0.165
22850,0.146
22860,0.156
22870,0.157
22880,0.165
22890,0.165
22900,0.168
22910,0.169
22920,0.153
22930,0.164
22940,0.147
22950,0.160
22960,0.164
22970,0.162
22980,0.168
22990,0.168
23000,0.161
23010,0.165
23020,0.153
23030,0.171
23040,0.173
23050,0.166
23060,0.168
23070,0.152
23080,0.168
23090,0.160
23100,0.164
23110,0.166
23120,0.161
23130,0.134
23140,0.149
23150,0.137
23160,0.137
23170,0.142
23180,0.133
23190,0.146
23200,0.147
23210,0.131
23220,0.138
23230,0.143
23240,0.142
23250,0.130
23260,0.129
23270,0.120
23280,0.123
23290,0.123
23300,0.124
23310,0.134
23320,0.120
23330,0.130
23340,0.124
23350,0.139
23360,0.131
23370,0.137
23380,0.135
23390,0.123
23400,0.135
23410,0.137
23420,0.123
23430,0.147
23440,0.146
23450,0.145
23460,0.141
23470,0.141
23480,0.145
23490,0.129
23500,0.139
23510,0.146
23520,0.135
23530,0.146
23540,0.134
23550,0.149
23560,0.135
23570,0.145
23580,0.143
23590,0.153
23600,0.147
23610,0.149
23620,0.142
23630,0.146
23640,0.157
23650,0.126
23660,0.134
23670,0.131
23680,0.138
23690,0.134
23700,0.135
23710,0.133
23720,0.123
23730,0.129
23740,0.130
23750,0.122
23760,0.137
23770,0.129
23780,0.138
23790,0.139
23800,0.137
23810,0.141
23820,0.141
23830,0.139
23840,0.141
23850,0.130
23860,0.134
23870,0.122
23880,0.106
23890,0.116
23900,0.112
23910,0.111
23920,0.118
23930,0.120
23940,0.116
23950,0.108
23960,0.126
23970,0.133
23980,0.119
23990,0.120
24000,0.114
24010,0.111
24020,0.111
24030,0.116
24040,0.114
24050,0.120
24060,0.111
24070,0.097
24080,0.114
24090,0.100
24100,0.103
24110,0.110
24120,0.107
24130,0.120
24140,0.131
24150,0.118
24160,0.116
24170,0.126
24180,0.123
24190,0.122
24200,0.118
24210,0.118
24220,0.130
24230,0.120
24240,0.122
24250,0.120
24260,0.131
24270,0.122
24280,0.131
24290,0.112
24300,0.123
24310,0.099
24320,0.104
24330,0.112
24340,0.110
24350,0.126
24360,0.133
24370,0.122
24380,0.123
24390,0.103
24400,0.110
24410,0.115
24420,0.114
24430,0.120
24440,0.120
24450,0.093
24460,0.114
24470,0.114
24480,0.119
24490,0.104
24500,0.106
24510,0.093
24520,0.091
24530,0.095
24540,0.096
24550,0.097
24560,0.095
24570,0.108
24580,0.100
24590,0.103
24600,0.089
24610,0.095
24620,0.095
24630,0.077
24640,0.080
24650,0.074
24660,0.081
24670,0.081
24680,0.081
24690,0.078
24700,0.088
24710,0.072
24720,0.083
24730,0.084
24740,0.081
24750,0.072
24760,0.089
24770,0.095
24780,0.088
24790,0.095
24800,0.089
24810,0.087
24820,0.089
24830,0.066
24840,0.078
24850,0.083
24860,0.091
24870,0.100
24880,0.083
24890,0.087
24900,0.095
24910,0.081
24920,0.092
24930,0.093
24940,0.089
24950,0.088
24960,0.084
24970,0.070
24980,0.088
24990,0.077
25000,0.088
